,Company,Rating,Job_Title,Location,Salary,Job_Description,URL
318,Facebook,4.5,"Data Scientist, Analytics - Ads Delivery","Menlo Park, CA",119K-188K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1117&ao=132920&s=58&guid=0000017597c70c7890461529e71c9e2f&src=GD_JOB_AD&t=SR&vt=w&cs=1_edfc4dd3&cb=1604569206319&jobListingId=3683118993
319,Kelly,3.4,Senior Quality Control Analytical Scientist,"Palo Alto, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1118&ao=1044072&s=58&guid=0000017597c70c7890461529e71c9e2f&src=GD_JOB_AD&t=SR&vt=w&cs=1_17b983d3&cb=1604569206320&jobListingId=3730210796
320,NEXTracker,4.3,Nextracker - Data Scientist/Machine Learning Engineer,"Fremont, CA",95K-151K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1119&ao=1091461&s=58&guid=0000017597c70c7890461529e71c9e2f&src=GD_JOB_AD&t=SR&vt=w&cs=1_04a1de42&cb=1604569206320&jobListingId=3727924973
321,Personal Capital,3.9,Data Analyst,"Redwood City, CA",52K-93K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1120&ao=4341&s=58&guid=0000017597c70c7890461529e71c9e2f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_1703b62b&cb=1604569206321&jobListingId=3732101209
322,Facebook,4.5,"Data Scientist, Product Analytics - Ads Ranking","Sunnyvale, CA",119K-189K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1121&ao=1091461&s=58&guid=0000017597c70c7890461529e71c9e2f&src=GD_JOB_AD&t=SR&vt=w&cs=1_ec5f5250&cb=1604569206321&jobListingId=3663406317
323,eBay Inc.,3.8,Payments Analytics Manager,"Loma Mar, CA",142K-248K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1122&ao=592731&s=58&guid=0000017597c70c7890461529e71c9e2f&src=GD_JOB_AD&t=SR&vt=w&cs=1_ec590dc5&cb=1604569206322&jobListingId=3729487465
324,LivNao,,Machine Learning Engineer,"Sunnyvale, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1123&ao=1091454&s=58&guid=0000017597c70c7890461529e71c9e2f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0cf4fdd1&cb=1604569206327&jobListingId=3732869287
325,Roblox,4.5,Data Scientist - Fraud,"San Mateo, CA",119K-187K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1124&ao=8095&s=58&guid=0000017597c70c7890461529e71c9e2f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_90d72b09&cb=1604569206323&jobListingId=3729509356
326,Aisera,4.4,Machine Learning Engineer,"Palo Alto, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1125&ao=66506&s=58&guid=0000017597c70c7890461529e71c9e2f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0de39f7b&cb=1604569206323&jobListingId=3546798277
327,"nexus IT group, Inc.",,NLP Data Scientist,"Mountain View, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1126&ao=60007&s=58&guid=0000017597c70c7890461529e71c9e2f&src=GD_JOB_AD&t=SR&vt=w&cs=1_1609c6de&cb=1604569206327&jobListingId=3683214954
328,Belden,3.5,DATA SCIENCE ARCHITECT,"Fremont, CA",140K-219K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1127&ao=1091461&s=58&guid=0000017597c70c7890461529e71c9e2f&src=GD_JOB_AD&t=SR&vt=w&cs=1_c9c934b0&cb=1604569206324&jobListingId=3688144278
329,Facebook,4.5,"Visiting Scientist, AI","Menlo Park, CA",105K-177K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1128&ao=1139205&s=58&guid=0000017597c70c7890461529e71c9e2f&src=GD_JOB_AD&t=SR&vt=w&cs=1_a0677b1c&cb=1604569206325&jobListingId=3733590620
330,Stanford Health Care,3.9,DevOps Data Engineer,"Palo Alto, CA",118K-204K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1129&ao=1091461&s=58&guid=0000017597c70c7890461529e71c9e2f&src=GD_JOB_AD&t=SR&vt=w&cs=1_c5ae4c39&cb=1604569206325&jobListingId=3731707842
331,Apple,4.2,"Data Scientist, Systems Engineering","Santa Clara, CA",117K-186K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1130&ao=191997&s=58&guid=0000017597c70c7890461529e71c9e2f&src=GD_JOB_AD&t=SR&vt=w&cs=1_f622c869&cb=1604569206326&jobListingId=3723013339
332,Facebook,4.5,Data Engineer (Public Content Monetization),"Menlo Park, CA",118K-192K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1201&ao=1139178&s=58&guid=0000017597c72c049515c04ceadd8a17&src=GD_JOB_AD&t=SR&vt=w&cs=1_a37c3c3d&cb=1604569214312&jobListingId=3680016558
333,ACL Digital,3.2,Business Analyst/Data Scientist,"Menlo Park, CA",45K-84K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1202&ao=1091461&s=58&guid=0000017597c72c049515c04ceadd8a17&src=GD_JOB_AD&t=SR&vt=w&cs=1_49a379c8&cb=1604569214313&jobListingId=3681163790
334,Scilligence Corporation,,Application Scientist (Life Sciences),"South San Francisco, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1203&ao=1044077&s=58&guid=0000017597c72c049515c04ceadd8a17&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e2212fcc&cb=1604569214315&jobListingId=3679033964
335,GRAIL,3.7,Staff Clinical Scientist,"Menlo Park, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1204&ao=827769&s=58&guid=0000017597c72c049515c04ceadd8a17&src=GD_JOB_AD&t=SR&vt=w&cs=1_91e7d677&cb=1604569214315&jobListingId=3623444995
336,IONpath Inc.,4.8,Senior Data Scientist,"Menlo Park, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1205&ao=8095&s=58&guid=0000017597c72c049515c04ceadd8a17&src=GD_JOB_AD&t=SR&vt=w&cs=1_0d4ce1a9&cb=1604569214317&jobListingId=3733686815
337,Flexton,4.2,Big Data - Software Engineer,"Mountain View, CA",95K-116K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1206&ao=4120&s=58&guid=0000017597c72c049515c04ceadd8a17&src=GD_JOB_AD&t=SR&vt=w&cs=1_8aef0ec4&cb=1604569214317&jobListingId=3475801945
338,Epic,4.9,Senior Growth Data Analyst,"Redwood City, CA",69K-122K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1207&ao=8095&s=58&guid=0000017597c72c049515c04ceadd8a17&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_eb99022f&cb=1604569214318&jobListingId=3715331780
339,Facebook,4.5,"Data Engineer, Supply Chain","Fremont, CA",115K-187K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1208&ao=1139178&s=58&guid=0000017597c72c049515c04ceadd8a17&src=GD_JOB_AD&t=SR&vt=w&cs=1_7be1facc&cb=1604569214319&jobListingId=3680016791
340,First Tech Federal Credit Union,3.2,Senior Data Engineer,"San Jose, CA",91K-166K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1209&ao=1114238&s=58&guid=0000017597c72c049515c04ceadd8a17&src=GD_JOB_AD&t=SR&vt=w&cs=1_9d79d834&cb=1604569214320&jobListingId=3693628593
341,Kelly,3.4,Med Device Assay Scientist,"Fremont, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1210&ao=1044072&s=58&guid=0000017597c72c049515c04ceadd8a17&src=GD_JOB_AD&t=SR&vt=w&cs=1_4ab13e4c&cb=1604569214321&jobListingId=3689139002
342,Walmart,3.3,Staff Data Scientist - GEC (Assortment),"Sunnyvale, CA",133K-218K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1211&ao=133042&s=58&guid=0000017597c72c049515c04ceadd8a17&src=GD_JOB_AD&t=SR&vt=w&cs=1_f920c9eb&cb=1604569214322&jobListingId=3720624973
343,Aetna,3.4,Lead Data Scientist,"Cupertino, CA",177K-275K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1212&ao=433326&s=58&guid=0000017597c72c049515c04ceadd8a17&src=GD_JOB_AD&t=SR&vt=w&cs=1_e48d5027&cb=1604569214323&jobListingId=3688675438
344,Amazon.com Services LLC,3.9,Applied Scientist - Alexa SpeakerID,"Sunnyvale, CA",31K-232K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1213&ao=1091461&s=58&guid=0000017597c72c049515c04ceadd8a17&src=GD_JOB_AD&t=SR&vt=w&cs=1_fec1a311&cb=1604569214323&jobListingId=3732977992
345,CloudLinux,4.4,Data Engineer for CloudLinux projects [Remote],"Palo Alto, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1214&ao=1091461&s=58&guid=0000017597c72c049515c04ceadd8a17&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c163293d&cb=1604569214323&jobListingId=3733566615
346,CloudLinux,4.4,Data Engineer for CloudLinux projects (Remote),"Palo Alto, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1215&ao=66506&s=58&guid=0000017597c72c049515c04ceadd8a17&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7a839d6b&cb=1604569214323&jobListingId=3733013082
347,Softnice,4,Data Scientist - AI/ML Engineer,"Sunnyvale, CA",87K-154K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1216&ao=1091454&s=58&guid=0000017597c72c049515c04ceadd8a17&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_6ce1af5e&cb=1604569214324&jobListingId=3709273355
348,Capgemini,3.8,Data Scientist Consultant with Data Engineering Skills,"South San Francisco, CA",69K-114K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1217&ao=1091461&s=58&guid=0000017597c72c049515c04ceadd8a17&src=GD_JOB_AD&t=SR&vt=w&cs=1_add6c4d2&cb=1604569214325&jobListingId=3731919035
349,GENENTECH,4.1,"Scientist, Preclinical and Translational Pharmacokinetics and Pharmacodynamics","South San Francisco, CA",108K-199K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1218&ao=1044074&s=58&guid=0000017597c72c049515c04ceadd8a17&src=GD_JOB_AD&t=SR&vt=w&cs=1_5d0b38ba&cb=1604569214325&jobListingId=3697423480
350,First American Financial Corporation,3.6,Data Scientist Valuation,"San Jose, CA",86K-136K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1219&ao=242900&s=58&guid=0000017597c72c049515c04ceadd8a17&src=GD_JOB_AD&t=SR&vt=w&cs=1_e33785c9&cb=1604569214326&jobListingId=3723452081
351,Facebook,4.5,"Data Scientist, Analytics - AI Commerce","Menlo Park, CA",126K-198K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1220&ao=1139178&s=58&guid=0000017597c72c049515c04ceadd8a17&src=GD_JOB_AD&t=SR&vt=w&cs=1_9bd06aa1&cb=1604569214326&jobListingId=3680016417
352,GENENTECH,4.1,"Anatomic Pathologist/Scientist, Research Pathology","South San Francisco, CA",108K-199K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1221&ao=1044074&s=58&guid=0000017597c72c049515c04ceadd8a17&src=GD_JOB_AD&t=SR&vt=w&cs=1_452110dc&cb=1604569214327&jobListingId=3697424068
353,CrowdStrike,3.9,Data Engineer - Cloud (Remote),"Sunnyvale, CA",121K-223K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1222&ao=1044074&s=58&guid=0000017597c72c049515c04ceadd8a17&src=GD_JOB_AD&t=SR&vt=w&cs=1_49689fbd&cb=1604569214327&jobListingId=3729787788
354,Randstad US,3.7,Principal Data Scientist,"Sunnyvale, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1223&ao=45367&s=58&guid=0000017597c72c049515c04ceadd8a17&src=GD_JOB_AD&t=SR&vt=w&cs=1_1b966413&cb=1604569214327&jobListingId=3730068084
355,Impossible Foods,3.8,Analytical Scientist - Ingredient,"Redwood City, CA",59K-106K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1224&ao=1091461&s=58&guid=0000017597c72c049515c04ceadd8a17&src=GD_JOB_AD&t=SR&vt=w&cs=1_51e54641&cb=1604569214328&jobListingId=3663437835
356,Aurora,2.6,Data Scientist - Metrics & Product Validation,"Palo Alto, CA",61K-104K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1225&ao=1091461&s=58&guid=0000017597c72c049515c04ceadd8a17&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_586a842c&cb=1604569214329&jobListingId=3693601290
357,PayPal,4,Decision Scientist 3,"San Jose, CA",125K-198K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1226&ao=242900&s=58&guid=0000017597c72c049515c04ceadd8a17&src=GD_JOB_AD&t=SR&vt=w&cs=1_710c85b2&cb=1604569214330&jobListingId=3629480000
358,Palo Alto Networks,3.5,Sr. Data Scientist - SFDC Pipeline Analytics,"Santa Clara, CA",119K-190K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1227&ao=4134&s=58&guid=0000017597c72c049515c04ceadd8a17&src=GD_JOB_AD&t=SR&vt=w&cs=1_54f88a22&cb=1604569214330&jobListingId=3698475516
359,Facebook,4.5,"Data Engineer, Partnerships Central Systems, Data and Tools","Menlo Park, CA",115K-187K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1228&ao=1139178&s=58&guid=0000017597c72c049515c04ceadd8a17&src=GD_JOB_AD&t=SR&vt=w&cs=1_9a49e236&cb=1604569214330&jobListingId=3680017137
360,NewsBreak,,"Senior Data Scientist, Ads Analytics","Mountain View, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1229&ao=14295&s=58&guid=0000017597c72c049515c04ceadd8a17&src=GD_JOB_AD&t=SR&vt=w&cs=1_4a79f429&cb=1604569214331&jobListingId=3723107485
361,GENENTECH,4.1,"Bioinformatics Scientist, Neuroscience Reverse Translation","South San Francisco, CA",115K-178K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1230&ao=1044074&s=58&guid=0000017597c72c049515c04ceadd8a17&src=GD_JOB_AD&t=SR&vt=w&cs=1_8a944a1f&cb=1604569214331&jobListingId=3721893756
362,Walmart,3.3,Staff Data Scientist - GEC (Assortment),"Sunnyvale, CA",133K-218K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1301&ao=133042&s=58&guid=0000017597c74d10bf52059715e2ce2f&src=GD_JOB_AD&t=SR&vt=w&cs=1_81daebd8&cb=1604569222836&jobListingId=3720624973
363,Aetna,3.4,Lead Data Scientist,"Cupertino, CA",177K-275K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1302&ao=433326&s=58&guid=0000017597c74d10bf52059715e2ce2f&src=GD_JOB_AD&t=SR&vt=w&cs=1_495ce76a&cb=1604569222837&jobListingId=3688675438
364,Amazon.com Services LLC,3.9,Applied Scientist - Alexa SpeakerID,"Sunnyvale, CA",31K-232K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1303&ao=1091461&s=58&guid=0000017597c74d10bf52059715e2ce2f&src=GD_JOB_AD&t=SR&vt=w&cs=1_5310145c&cb=1604569222838&jobListingId=3732977992
365,Ursus,4.5,Data Analyst - Oracle ERP,"Menlo Park, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1304&ao=1044074&s=58&guid=0000017597c74d10bf52059715e2ce2f&src=GD_JOB_AD&t=SR&vt=w&cs=1_b9c74c3a&cb=1604569222839&jobListingId=3712922962
366,CloudLinux,4.4,Data Engineer for CloudLinux projects (Remote),"Palo Alto, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1305&ao=66506&s=58&guid=0000017597c74d10bf52059715e2ce2f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a82e95a5&cb=1604569222841&jobListingId=3733013082
367,CloudLinux,4.4,Data Engineer for CloudLinux projects [Remote],"Palo Alto, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1306&ao=1091461&s=58&guid=0000017597c74d10bf52059715e2ce2f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d9d8d321&cb=1604569222842&jobListingId=3733566615
368,Mizuho OSI,3.7,SAP Materials Master Data Analyst - Temp,"Union City, CA",58K-93K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1307&ao=1061410&s=58&guid=0000017597c74d10bf52059715e2ce2f&src=GD_JOB_AD&t=SR&vt=w&cs=1_1c8e4754&cb=1604569222843&jobListingId=3322632096
369,Capgemini,3.8,Data Scientist Consultant with Data Engineering Skills,"South San Francisco, CA",69K-114K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1308&ao=1091461&s=58&guid=0000017597c74d10bf52059715e2ce2f&src=GD_JOB_AD&t=SR&vt=w&cs=1_116e95bd&cb=1604569222844&jobListingId=3731919035
370,First American Financial Corporation,3.6,Data Scientist Valuation,"San Jose, CA",86K-136K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1309&ao=242900&s=58&guid=0000017597c74d10bf52059715e2ce2f&src=GD_JOB_AD&t=SR&vt=w&cs=1_f0925f1d&cb=1604569222844&jobListingId=3723452081
371,Softnice,4,Data Scientist - AI/ML Engineer,"Sunnyvale, CA",87K-154K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1310&ao=1091454&s=58&guid=0000017597c74d10bf52059715e2ce2f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7f44758a&cb=1604569222844&jobListingId=3709273355
372,Otter.ai,,Machine Learning Engineer,"Los Altos, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1311&ao=8095&s=58&guid=0000017597c74d10bf52059715e2ce2f&src=GD_JOB_AD&t=SR&vt=w&cs=1_7f5cc0ab&cb=1604569222849&jobListingId=3707547323
373,GENENTECH,4.1,"Scientist, Preclinical and Translational Pharmacokinetics and Pharmacodynamics","South San Francisco, CA",108K-199K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1312&ao=1044074&s=58&guid=0000017597c74d10bf52059715e2ce2f&src=GD_JOB_AD&t=SR&vt=w&cs=1_0e29338e&cb=1604569222845&jobListingId=3697423480
374,GENENTECH,4.1,"Anatomic Pathologist/Scientist, Research Pathology","South San Francisco, CA",108K-199K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1313&ao=1044074&s=58&guid=0000017597c74d10bf52059715e2ce2f&src=GD_JOB_AD&t=SR&vt=w&cs=1_093e7c44&cb=1604569222845&jobListingId=3697424068
375,Facebook,4.5,"Data Scientist, Analytics - AI Commerce","Menlo Park, CA",126K-198K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1314&ao=1139178&s=58&guid=0000017597c74d10bf52059715e2ce2f&src=GD_JOB_AD&t=SR&vt=w&cs=1_1dd9f4eb&cb=1604569222846&jobListingId=3680016417
376,Randstad US,3.7,Principal Data Scientist,"Sunnyvale, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1315&ao=45367&s=58&guid=0000017597c74d10bf52059715e2ce2f&src=GD_JOB_AD&t=SR&vt=w&cs=1_5789088b&cb=1604569222847&jobListingId=3730068084
377,Plume,4.6,Machine Learning Engineer,"Palo Alto, CA",90K-158K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1316&ao=8095&s=58&guid=0000017597c74d10bf52059715e2ce2f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e2714da1&cb=1604569222847&jobListingId=3693744416
378,CrowdStrike,3.9,Data Engineer - Cloud (Remote),"Sunnyvale, CA",121K-223K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1317&ao=1044074&s=58&guid=0000017597c74d10bf52059715e2ce2f&src=GD_JOB_AD&t=SR&vt=w&cs=1_7f41ede0&cb=1604569222848&jobListingId=3729787788
379,UnifyID,3.9,Machine Learning Engineer Intern,"Redwood City, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1318&ao=1091461&s=58&guid=0000017597c74d10bf52059715e2ce2f&src=GD_JOB_AD&t=SR&vt=w&cs=1_90401daa&cb=1604569222848&jobListingId=3681164223
380,Aurora,2.6,Data Scientist - Metrics & Product Validation,"Palo Alto, CA",61K-104K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1319&ao=1091461&s=58&guid=0000017597c74d10bf52059715e2ce2f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7434309b&cb=1604569222848&jobListingId=3693601290
381,MachineZone,2.9,Machine Learning Engineer Intern,"Palo Alto, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1320&ao=1091461&s=58&guid=0000017597c74d10bf52059715e2ce2f&src=GD_JOB_AD&t=SR&vt=w&cs=1_63d123d2&cb=1604569222850&jobListingId=3715370070
382,NewsBreak,,"Senior Data Scientist, Ads Analytics","Mountain View, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1321&ao=14295&s=58&guid=0000017597c74d10bf52059715e2ce2f&src=GD_JOB_AD&t=SR&vt=w&cs=1_066698b1&cb=1604569222850&jobListingId=3723107485
383,LabCorp,3.3,Scientist -- Assay Development,"South San Francisco, CA",82K-131K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1322&ao=4372&s=58&guid=0000017597c74d10bf52059715e2ce2f&src=GD_JOB_AD&t=SR&vt=w&cs=1_e77cd47c&cb=1604569222850&jobListingId=3702863614
384,Robby Technologies,,Machine Learning Engineer,"Palo Alto, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1323&ao=1091461&s=58&guid=0000017597c74d10bf52059715e2ce2f&src=GD_JOB_AD&t=SR&vt=w&cs=1_732e87e8&cb=1604569222855&jobListingId=3663428240
385,Bytedance,3.8,"Data Scientist - Analytics, Trust & Safety","Mountain View, CA",69K-116K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1324&ao=1091461&s=58&guid=0000017597c74d10bf52059715e2ce2f&src=GD_JOB_AD&t=SR&vt=w&cs=1_d9fac6d6&cb=1604569222851&jobListingId=3663411112
386,Curai,3,Machine Learning Engineer,"Palo Alto, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1325&ao=1091461&s=58&guid=0000017597c74d10bf52059715e2ce2f&src=GD_JOB_AD&t=SR&vt=w&cs=1_139a455c&cb=1604569222851&jobListingId=3710604315
387,Walmart,3.3,"Staff Data Scientist, eComm - International Search","Sunnyvale, CA",133K-218K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1326&ao=133042&s=58&guid=0000017597c74d10bf52059715e2ce2f&src=GD_JOB_AD&t=SR&vt=w&cs=1_8e61c944&cb=1604569222852&jobListingId=3627676655
388,Electronic Arts,4,AI Scientist Intern,"Redwood City, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1327&ao=37049&s=58&guid=0000017597c74d10bf52059715e2ce2f&src=GD_JOB_AD&t=SR&vt=w&cs=1_b58099d1&cb=1604569222852&jobListingId=3733696045
389,JD.com,3.6,Machine Learning Engineer / AD,"Mountain View, CA",126K-214K,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1328&ao=8095&s=58&guid=0000017597c74d10bf52059715e2ce2f&src=GD_JOB_AD&t=SR&vt=w&cs=1_6a8031e9&cb=1604569222853&jobListingId=3733359430
390,TikTok,4.1,Machine Learning Engineer -Trust and Safety,"Mountain View, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1329&ao=934755&s=58&guid=0000017597c74d10bf52059715e2ce2f&src=GD_JOB_AD&t=SR&vt=w&cs=1_a2e02661&cb=1604569222853&jobListingId=3569387553
391,TikTok,4.1,"Machine Learning Engineer, TikTok Ads Integrity","Mountain View, CA",,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=1330&ao=1091461&s=58&guid=0000017597c74d10bf52059715e2ce2f&src=GD_JOB_AD&t=SR&vt=w&cs=1_afd06f63&cb=1604569222854&jobListingId=3663411370
